Name,Key,Value,Type,Source,Category,Status
"Optin_Email_Body 6","Optin_Email_Body 6","<div style=""font-family: Arial, sans-serif; font-size: 16px; line-height: 1.6; color: #333333;""><p style=""margin: 0 0 15px 0;"">Hey {{contact.first_name}},</p>
<p style=""margin: 0 0 15px 0;"">Tip #5 is about protecting your week before it gets stolen.</p>
<p style=""margin: 0 0 15px 0;"">Most founders don’t have a time-management problem.<br>They have a “no weekly control loop” problem.</p>
<p style=""margin: 0 0 15px 0;"">Here’s the meeting that fixes it: the Weekly Delivery &amp; Capacity Reset (30 minutes).</p>
<p style=""margin: 0 0 15px 0;"">Do it every Monday (or Sunday night if Monday is chaos). Agenda:</p>
<ol style=""margin: 10px 0; padding-left: 20px;"">
<li style=""margin: 5px 0;"">Delivery scoreboard (10 minutes)</li>
</ol>
<ul style=""margin: 10px 0; padding-left: 20px;"">
<li style=""margin: 5px 0;"">What are the 3–5 active accounts/projects?</li>
<li style=""margin: 5px 0;"">For each: What is the promised outcome this week?</li>
<li style=""margin: 5px 0;"">What is the single next deliverable that proves momentum?</li>
</ul>
<ol style=""margin: 10px 0; padding-left: 20px;"">
<li style=""margin: 5px 0;"">Capacity reality check (10 minutes)</li>
</ol>
<ul style=""margin: 10px 0; padding-left: 20px;"">
<li style=""margin: 5px 0;"">Who is over 80% loaded?</li>
<li style=""margin: 5px 0;"">What work is “invisible” (client comms, QA, revisions, firefighting)?</li>
<li style=""margin: 5px 0;"">What’s the one thing we must remove, delay, or simplify to keep quality?</li>
</ul>
<ol style=""margin: 10px 0; padding-left: 20px;"">
<li style=""margin: 5px 0;"">Risk &amp; escalation rules (10 minutes)</li>
</ol>
<ul style=""margin: 10px 0; padding-left: 20px;"">
<li style=""margin: 5px 0;"">Any client risk (scope creep, late approvals, unclear ownership)?</li>
<li style=""margin: 5px 0;"">Decide now: who owns the fix, by when, and what “done” looks like.</li>
</ul>
<p style=""margin: 0 0 15px 0;"">Two rules that make this work:<br><ul style=""margin: 10px 0; padding-left: 20px;""><br><li style=""margin: 5px 0;"">No problem-solving in the meeting. Just decisions and owners.</li><br><li style=""margin: 5px 0;"">If it doesn’t have an owner + deadline, it doesn’t exist.</li><br></ul></p>
<p style=""margin: 0 0 15px 0;"">Why this matters:<br>When you don’t reset weekly, you end up making decisions in micro-panics all week long. That’s when you become the strategist, the PM, and the firefighter—again.</p>
<p style=""margin: 0 0 15px 0;"">If you implement this, you’ll likely notice:<br><ul style=""margin: 10px 0; padding-left: 20px;""><br><li style=""margin: 5px 0;"">fewer surprise Slack threads</li><br><li style=""margin: 5px 0;"">fewer “quick calls” that aren’t quick</li><br><li style=""margin: 5px 0;"">cleaner handoffs and fewer revisions</li><br><li style=""margin: 5px 0;"">a calmer brain on Tuesday</li><br></ul></p>
<p style=""margin: 0 0 15px 0;"">If you want help tailoring this to your agency (especially if you’re juggling retainers + projects + sales), I can walk you through a simple version that fits your current team size and service mix.</p>
<p style=""margin: 0 0 15px 0;"">Book your call here: [Schedule Link]</p></div>",unknown,"not mapped",📄 Other,Filled
"Optin_Email_Body 7","Optin_Email_Body 7","<div style=""font-family: Arial, sans-serif; font-size: 16px; line-height: 1.6; color: #333333;""><p style=""margin: 0 0 15px 0;"">Hey {{contact.first_name}},</p>
<p style=""margin: 0 0 15px 0;"">Tip #6 is a big one for boutique agencies: scope creep isn’t a client problem—it’s a system problem.</p>
<p style=""margin: 0 0 15px 0;"">Most founders try to solve it with willpower (“I’ll be firmer”) or resentment (“they always ask for more”). Neither scales.</p>
<p style=""margin: 0 0 15px 0;"">Here’s the system: The Change Request Loop.</p>
<p style=""margin: 0 0 15px 0;"">Step 1: Name the request (without emotion)<br>When a client asks for “just one more thing,” respond with:<br>“Totally—let me capture that as a change request so we can protect timeline and quality.”</p>
<p style=""margin: 0 0 15px 0;"">That sentence does two things:<br><ul style=""margin: 10px 0; padding-left: 20px;""><br><li style=""margin: 5px 0;"">it says yes to the relationship</li><br><li style=""margin: 5px 0;"">it says no to chaos</li><br></ul></p>
<p style=""margin: 0 0 15px 0;"">Step 2: Force a tradeoff (scope, time, or cost)<br>Then ask:<br>“Which do you want to trade: timeline, scope, or budget?”</p>
<p style=""margin: 0 0 15px 0;"">High-trust clients respect this because it’s how grown-up teams operate.</p>
<p style=""margin: 0 0 15px 0;"">Step 3: Use a 3-option menu<br>Send three choices (short, clear):<br>A) Keep timeline: remove X to add Y<br>B) Keep scope: extend timeline by Z<br>C) Keep timeline + scope: add $___</p>
<p style=""margin: 0 0 15px 0;"">Step 4: Log it<br>Have ONE place where changes live (a simple doc or your PM tool). If it isn’t logged, it isn’t real.</p>
<p style=""margin: 0 0 15px 0;"">Why this works:<br>Scope creep thrives in ambiguity. The moment you turn it into a decision with tradeoffs, it stops being personal.</p>
<p style=""margin: 0 0 15px 0;"">A small but important note: you’re not doing this to “win” against the client.<br>You’re doing it to protect delivery quality and your team’s sanity.</p>
<p style=""margin: 0 0 15px 0;"">If you want, on a call we can:<br><ul style=""margin: 10px 0; padding-left: 20px;""><br><li style=""margin: 5px 0;"">build your exact 3-option menu (based on your services)</li><br><li style=""margin: 5px 0;"">set default pricing for common add-ons</li><br><li style=""margin: 5px 0;"">create the escalation rules so your team can run this without you</li><br></ul></p>
<p style=""margin: 0 0 15px 0;"">That’s how you stop being the bottleneck and start running a business that can breathe.</p>
<p style=""margin: 0 0 15px 0;"">Book your call here: [Schedule Link]</p></div>",unknown,"not mapped",📄 Other,Filled
"Optin_Email_Body 9","Optin_Email_Body 9","<div style=""font-family: Arial, sans-serif; font-size: 16px; line-height: 1.6; color: #333333;""><p style=""margin: 0 0 15px 0;"">{{contact.first_name}},</p>
<p style=""margin: 0 0 15px 0;"">If you’re still reading, you’re probably past the “how do I get clients?” chapter.</p>
<p style=""margin: 0 0 15px 0;"">The real game now is: how do you scale without becoming the permanent strategist + QA department + emergency response team.</p>
<p style=""margin: 0 0 15px 0;"">That requires a few mindset shifts that feel subtle… but change everything.</p>
<ol style=""margin: 10px 0; padding-left: 20px;"">
<li style=""margin: 5px 0;"">Stop optimizing for “great work.” Start optimizing for “repeatable outcomes.”</li>
</ol>
Great work is subjective and founder-dependent.
Repeatable outcomes are measurable and transferable.
<p style=""margin: 0 0 15px 0;"">Instead of “we deliver high-quality paid media,” define the outcome like:<br><ul style=""margin: 10px 0; padding-left: 20px;""><br><li style=""margin: 5px 0;"">“We reduce CAC by X% within 60 days”</li><br><li style=""margin: 5px 0;"">“We ship a new landing page test every 7 days”</li><br><li style=""margin: 5px 0;"">“We increase booked calls from Y to Z with a 3-step funnel”</li><br></ul></p>
<p style=""margin: 0 0 15px 0;"">When outcomes are clear, you can build SOPs, scorecards, and delegation around them.</p>
<ol style=""margin: 10px 0; padding-left: 20px;"">
<li style=""margin: 5px 0;"">Treat your agency like a product, not a custom art studio.</li>
</ol>
Most owner-operators are secretly running 6 different businesses—one per client type.
<p style=""margin: 0 0 15px 0;"">The shift is choosing a “default path”:<br><ul style=""margin: 10px 0; padding-left: 20px;""><br><li style=""margin: 5px 0;"">A standard onboarding flow</li><br><li style=""margin: 5px 0;"">A standard reporting cadence</li><br><li style=""margin: 5px 0;"">A standard scope boundary</li><br><li style=""margin: 5px 0;"">A standard escalation rule</li><br></ul></p>
<p style=""margin: 0 0 15px 0;"">Custom still exists, but it’s the exception—not the operating system.</p>
<p style=""margin: 0 0 15px 0;"">This is what creates breathing room. Not hustle. Not hiring another generalist.</p>
<ol style=""margin: 10px 0; padding-left: 20px;"">
<li style=""margin: 5px 0;"">Your job is no longer “do the work.” Your job is “design the machine.”</li>
</ol>
This is the identity shift that stings.
<p style=""margin: 0 0 15px 0;"">It means:<br><ul style=""margin: 10px 0; padding-left: 20px;""><br><li style=""margin: 5px 0;"">You’re not the best closer in the company; you’re the person who builds a sales process that closes without heroics.</li><br><li style=""margin: 5px 0;"">You’re not the best strategist; you’re the person who creates a strategy framework your team can execute.</li><br><li style=""margin: 5px 0;"">You’re not the safety net; you’re the person who makes the net unnecessary.</li><br></ul></p>
<p style=""margin: 0 0 15px 0;"">A quick self-check:<br>If you disappeared for 14 days, what would break first?<br><ul style=""margin: 10px 0; padding-left: 20px;""><br><li style=""margin: 5px 0;"">Lead flow?</li><br><li style=""margin: 5px 0;"">Fulfillment quality?</li><br><li style=""margin: 5px 0;"">Client communication?</li><br><li style=""margin: 5px 0;"">Cash collection?</li><br></ul></p>
<p style=""margin: 0 0 15px 0;"">The first thing that breaks is your current bottleneck.</p>
<p style=""margin: 0 0 15px 0;"">That’s exactly what we diagnose inside The Bottleneck Breakout Sprint—so you’re not guessing, adding headcount blindly, or “fixing” the wrong thing.</p>
<p style=""margin: 0 0 15px 0;"">If you want to map your bottleneck and build the next layer of systems around it, grab a call.</p>
<p style=""margin: 0 0 15px 0;"">Book your call here: [Schedule Link]</p></div>",unknown,"not mapped",📄 Other,Filled
"Optin_Email_Body 10","Optin_Email_Body 10","<div style=""font-family: Arial, sans-serif; font-size: 16px; line-height: 1.6; color: #333333;""><p style=""margin: 0 0 15px 0;"">{{contact.first_name}},</p>
<p style=""margin: 0 0 15px 0;"">Let’s talk about what NOT to do when you’re trying to scale a boutique service business.</p>
<p style=""margin: 0 0 15px 0;"">These are the mistakes I see smart, experienced founders make—usually because they’re moving fast and trying to protect clients.</p>
<ol style=""margin: 10px 0; padding-left: 20px;"">
<li style=""margin: 5px 0;"">Hiring to “buy relief” instead of hiring to remove a bottleneck.</li>
</ol>
If you don’t know the constraint, every hire becomes expensive hope.
Relief hires feel good for 2 weeks… then the complexity tax shows up.
<ol style=""margin: 10px 0; padding-left: 20px;"">
<li style=""margin: 5px 0;"">Delegating tasks instead of delegating outcomes.</li>
</ol>
“Can you post the report?” isn’t delegation.
“Own retention for these 6 accounts; here’s the scorecard and escalation rules” is.
<ol style=""margin: 10px 0; padding-left: 20px;"">
<li style=""margin: 5px 0;"">Letting every client be a new operating model.</li>
</ol>
Different onboarding docs, different reports, different Slack channels, different KPIs.
That’s not premium. That’s chaos with a nice logo.
<ol style=""margin: 10px 0; padding-left: 20px;"">
<li style=""margin: 5px 0;"">Keeping scopes fuzzy to avoid uncomfortable conversations.</li>
</ol>
Fuzzy scope turns you into a 24/7 help desk.
Clear scope turns you into a strategic partner.
<p style=""margin: 0 0 15px 0;"">A useful rule: if it’s not written, it’s not real.<br>Deliverables, turnaround times, revision limits, decision makers—write it down.</p>
<ol style=""margin: 10px 0; padding-left: 20px;"">
<li style=""margin: 5px 0;"">Measuring effort instead of throughput.</li>
</ol>
Founders often reward “busyness” because it’s visible.
But the metric that matters is throughput:
<ul style=""margin: 10px 0; padding-left: 20px;"">
<li style=""margin: 5px 0;"">How many projects shipped?</li>
<li style=""margin: 5px 0;"">How many experiments launched?</li>
<li style=""margin: 5px 0;"">How many client decisions unblocked?</li>
</ul>
<p style=""margin: 0 0 15px 0;"">Throughput exposes where work gets stuck.</p>
<ol style=""margin: 10px 0; padding-left: 20px;"">
<li style=""margin: 5px 0;"">Building a “process museum.”</li>
</ol>
SOPs that look impressive but nobody uses.
The goal isn’t documentation—it’s behavior.
If the process doesn’t live inside the tools your team already uses (project management, checklists, templates), it won’t survive.
<ol style=""margin: 10px 0; padding-left: 20px;"">
<li style=""margin: 5px 0;"">Staying the final approver for everything.</li>
</ol>
This one is the silent killer.
When you’re the final approver, you become the queue.
<p style=""margin: 0 0 15px 0;"">Instead, create approval rules:<br><ul style=""margin: 10px 0; padding-left: 20px;""><br><li style=""margin: 5px 0;"">What must be escalated</li><br><li style=""margin: 5px 0;"">What thresholds require review</li><br><li style=""margin: 5px 0;"">What “good enough” looks like</li><br></ul></p>
<p style=""margin: 0 0 15px 0;"">That’s how you protect quality without becoming the bottleneck.</p>
<p style=""margin: 0 0 15px 0;"">If you’re reading this and thinking, “Yep… I’ve done at least three of these,” you’re not behind. You’re normal.</p>
<p style=""margin: 0 0 15px 0;"">The fix is not more willpower. It’s a clear bottleneck diagnosis + a tight implementation plan.</p>
<p style=""margin: 0 0 15px 0;"">If you want help identifying the one constraint that’s creating most of the pressure (and the simplest sequence to remove it), let’s talk.</p>
<p style=""margin: 0 0 15px 0;"">Book your call here: [Schedule Link]</p></div>",unknown,"not mapped",📄 Other,Filled
"Optin_Email_Body 11","Optin_Email_Body 11","<div style=""font-family: Arial, sans-serif; font-size: 16px; line-height: 1.6; color: #333333;""><p style=""margin: 0 0 15px 0;"">{{contact.first_name}},</p>
<p style=""margin: 0 0 15px 0;"">When a founder tells me, “We just need more leads,” I don’t argue.</p>
<p style=""margin: 0 0 15px 0;"">Sometimes that’s true.</p>
<p style=""margin: 0 0 15px 0;"">But in the $15k–$50k/month range, the real constraint is often hidden—because it looks like a personality trait (“I’m just picky”) or a virtue (“I care about quality”).</p>
<p style=""margin: 0 0 15px 0;"">Here are the obstacles that quietly keep owner-operators trapped.</p>
<ol style=""margin: 10px 0; padding-left: 20px;"">
<li style=""margin: 5px 0;"">The “invisible founder approvals” problem</li>
</ol>
Even when you delegate, the work still routes back to you:
<ul style=""margin: 10px 0; padding-left: 20px;"">
<li style=""margin: 5px 0;"">strategy sign-off</li>
<li style=""margin: 5px 0;"">final QA</li>
<li style=""margin: 5px 0;"">client messaging</li>
<li style=""margin: 5px 0;"">pricing exceptions</li>
</ul>
<p style=""margin: 0 0 15px 0;"">You’re not doing the tasks… but you’re still the system.<br>Until approvals have rules (what must come to you vs. what doesn’t), you’ll never get your time back.</p>
<ol style=""margin: 10px 0; padding-left: 20px;"">
<li style=""margin: 5px 0;"">The “client happiness = instant response” belief</li>
</ol>
High-trust clients don’t actually want instant responses.
They want:
<ul style=""margin: 10px 0; padding-left: 20px;"">
<li style=""margin: 5px 0;"">predictable communication</li>
<li style=""margin: 5px 0;"">clear ownership</li>
<li style=""margin: 5px 0;"">consistent delivery</li>
</ul>
<p style=""margin: 0 0 15px 0;"">When you train clients that you’re always available, you create a business that requires you.<br>The alternative is a cadence:<br><ul style=""margin: 10px 0; padding-left: 20px;""><br><li style=""margin: 5px 0;"">set response windows</li><br><li style=""margin: 5px 0;"">set meeting rhythms</li><br><li style=""margin: 5px 0;"">set escalation paths</li><br></ul></p>
<ol style=""margin: 10px 0; padding-left: 20px;"">
<li style=""margin: 5px 0;"">The “we sell strategy but deliver labor” mismatch</li>
</ol>
Founders often market premium strategy… but fulfillment is built like a labor shop.
That creates two problems:
<ul style=""margin: 10px 0; padding-left: 20px;"">
<li style=""margin: 5px 0;"">margins get squeezed</li>
<li style=""margin: 5px 0;"">the founder becomes the only person who can deliver “the real value”</li>
</ul>
<p style=""margin: 0 0 15px 0;"">The fix is productizing the strategy into frameworks your team can execute.</p>
<ol style=""margin: 10px 0; padding-left: 20px;"">
<li style=""margin: 5px 0;"">The “too many priorities” bottleneck</li>
</ol>
You can’t scale three things at once.
Most teams are trying to:
<ul style=""margin: 10px 0; padding-left: 20px;"">
<li style=""margin: 5px 0;"">improve delivery</li>
<li style=""margin: 5px 0;"">fix sales</li>
<li style=""margin: 5px 0;"">hire</li>
<li style=""margin: 5px 0;"">rebuild ops</li>
<li style=""margin: 5px 0;"">launch a new offer</li>
</ul>
…all in the same month.
<p style=""margin: 0 0 15px 0;"">That creates thrash, context switching, and half-finished initiatives.</p>
<p style=""margin: 0 0 15px 0;"">A better approach is constraint sequencing:<br>Fix the one constraint that is currently limiting throughput.<br>Then move to the next.</p>
<ol style=""margin: 10px 0; padding-left: 20px;"">
<li style=""margin: 5px 0;"">The “identity lock”</li>
</ol>
This is the hardest one.
If being the hero is how you’ve stayed safe—financially and emotionally—your nervous system will resist systems that make you less necessary.
<p style=""margin: 0 0 15px 0;"">Scaling requires becoming less essential.<br>Not less valuable—less essential.</p>
<p style=""margin: 0 0 15px 0;"">If any of these hit a nerve, that’s useful data.</p>
<p style=""margin: 0 0 15px 0;"">Inside The Bottleneck Breakout Sprint, we identify which of these is actually happening in your business (not in theory) and map the simplest path to remove it without breaking delivery.</p>
<p style=""margin: 0 0 15px 0;"">If you want that clarity, book a call.</p>
<p style=""margin: 0 0 15px 0;"">Book your call here: [Schedule Link]</p></div>",unknown,"not mapped",📄 Other,Filled
"Optin_Email_Body 12","Optin_Email_Body 12","<div style=""font-family: Arial, sans-serif; font-size: 16px; line-height: 1.6; color: #333333;""><p style=""margin: 0 0 15px 0;"">{{contact.first_name}},</p>
<p style=""margin: 0 0 15px 0;"">A lot of founders hear “systems” and picture months of documentation, a new tool stack, and a team that ignores it all.</p>
<p style=""margin: 0 0 15px 0;"">That’s not how we do it.</p>
<p style=""margin: 0 0 15px 0;"">Behind the scenes, bottleneck removal is a sequence—because the order determines whether it sticks.</p>
<p style=""margin: 0 0 15px 0;"">Here’s the playbook we use (and what most people skip).</p>
<p style=""margin: 0 0 15px 0;"">Step 1: Locate the constraint with evidence (not vibes)<br>We look for where work piles up and decisions stall. Typically it’s one of four places:<br><ul style=""margin: 10px 0; padding-left: 20px;""><br><li style=""margin: 5px 0;"">Sales: inconsistent pipeline, founder-dependent closing</li><br><li style=""margin: 5px 0;"">Onboarding: messy handoffs, unclear scope, early churn risk</li><br><li style=""margin: 5px 0;"">Fulfillment: quality issues, rework loops, missed deadlines</li><br><li style=""margin: 5px 0;"">Retention/expansion: accounts plateau, founder pulled into saves</li><br></ul></p>
<p style=""margin: 0 0 15px 0;"">The key is choosing ONE.<br>Not because the others don’t matter, but because fixing the constraint increases throughput everywhere.</p>
<p style=""margin: 0 0 15px 0;"">Step 2: Define “done” in a way a team can execute<br>Most bottlenecks persist because “good” is trapped in the founder’s head.</p>
<p style=""margin: 0 0 15px 0;"">So we translate quality into:<br><ul style=""margin: 10px 0; padding-left: 20px;""><br><li style=""margin: 5px 0;"">a scorecard (leading + lagging indicators)</li><br><li style=""margin: 5px 0;"">a definition of done (checklist)</li><br><li style=""margin: 5px 0;"">escalation rules (when to pull you in)</li><br></ul></p>
<p style=""margin: 0 0 15px 0;"">This is the moment where delegation becomes real.</p>
<p style=""margin: 0 0 15px 0;"">Step 3: Install the process where work already happens<br>If it lives in a Google Doc graveyard, it won’t run.</p>
<p style=""margin: 0 0 15px 0;"">We bake the process into:<br><ul style=""margin: 10px 0; padding-left: 20px;""><br><li style=""margin: 5px 0;"">templates</li><br><li style=""margin: 5px 0;"">checklists inside the PM tool</li><br><li style=""margin: 5px 0;"">meeting cadences</li><br><li style=""margin: 5px 0;"">client-facing expectations</li><br></ul></p>
<p style=""margin: 0 0 15px 0;"">Process is behavior, not documentation.</p>
<p style=""margin: 0 0 15px 0;"">Step 4: Create a “no-founder” lane<br>This is the insider move.</p>
<p style=""margin: 0 0 15px 0;"">We don’t try to remove you from everything at once.<br>We pick a lane (a client type, a service line, or a delivery pod) and make it founder-light:<br><ul style=""margin: 10px 0; padding-left: 20px;""><br><li style=""margin: 5px 0;"">someone else owns client comms</li><br><li style=""margin: 5px 0;"">someone else owns QA within thresholds</li><br><li style=""margin: 5px 0;"">you only review exceptions</li><br></ul></p>
<p style=""margin: 0 0 15px 0;"">That lane becomes proof your business can run without you.<br>Then we replicate.</p>
<p style=""margin: 0 0 15px 0;"">Step 5: Protect the change with constraints<br>If you keep accepting edge-case scopes and last-minute rushes, the bottleneck returns.<br>So we set constraints:<br><ul style=""margin: 10px 0; padding-left: 20px;""><br><li style=""margin: 5px 0;"">scope boundaries</li><br><li style=""margin: 5px 0;"">turnaround times</li><br><li style=""margin: 5px 0;"">capacity rules</li><br><li style=""margin: 5px 0;"">pricing floors</li><br></ul></p>
<p style=""margin: 0 0 15px 0;"">That’s how you scale without sacrificing your health or your family time.</p>
<p style=""margin: 0 0 15px 0;"">If you want to apply this to your business and identify the single constraint that will free up the most time (fast), let’s map it together.</p>
<p style=""margin: 0 0 15px 0;"">Book your call here: [Schedule Link]</p></div>",unknown,"not mapped",📄 Other,Filled
"Optin_Email_Body 13","Optin_Email_Body 13","<div style=""font-family: Arial, sans-serif; font-size: 16px; line-height: 1.6; color: #333333;""><p style=""margin: 0 0 15px 0;"">Hi {{contact.first_name}},</p>
<p style=""margin: 0 0 15px 0;"">If you’re considering the Bottleneck Breakout Sprint, you’re probably asking the most reasonable question:</p>
<p style=""margin: 0 0 15px 0;"">“How fast will this actually change my day-to-day?”</p>
<p style=""margin: 0 0 15px 0;"">Here’s a realistic results timeline for a boutique agency/service founder in the $15K–$50K/month range who’s currently the strategist + QA + firefighter.</p>
<p style=""margin: 0 0 15px 0;"">WEEK 1: CLARITY + CONTAINMENT<br>In the first week, the biggest “result” is usually relief.</p>
<ul style=""margin: 10px 0; padding-left: 20px;"">
<li style=""margin: 5px 0;"">We identify the true constraint (not the 12 symptoms).</li>
<li style=""margin: 5px 0;"">We map where your time is leaking: handoffs, approvals, scope creep, client comms, rework.</li>
<li style=""margin: 5px 0;"">We choose a single “control point” to fix first (the one that creates downstream calm).</li>
</ul>
<p style=""margin: 0 0 15px 0;"">What you should feel: fewer surprise fires, clearer priorities, and a plan that doesn’t require a personality transplant.</p>
<p style=""margin: 0 0 15px 0;"">WEEK 2: SIMPLE SYSTEMS THAT REMOVE YOU<br>This is where your calendar starts to open.</p>
<ul style=""margin: 10px 0; padding-left: 20px;"">
<li style=""margin: 5px 0;"">We install 1–3 lightweight operating rules (how work enters, how it moves, how it’s approved).</li>
<li style=""margin: 5px 0;"">We tighten delivery: definition of done, QA checkpoints, and a “no rework” standard.</li>
<li style=""margin: 5px 0;"">We create a client communication rhythm so you’re not living in Slack.</li>
</ul>
<p style=""margin: 0 0 15px 0;"">What you should see: fewer pings, fewer late nights, fewer “quick questions” that aren’t quick.</p>
<p style=""margin: 0 0 15px 0;"">WEEK 3–4: CAPACITY + CONSISTENCY<br>Now the compounding starts.</p>
<ul style=""margin: 10px 0; padding-left: 20px;"">
<li style=""margin: 5px 0;"">Team members make decisions without you because the rules are clear.</li>
<li style=""margin: 5px 0;"">Accounts run with fewer escalations because expectations are set early.</li>
<li style=""margin: 5px 0;"">Your best people stop burning out because the work is predictable.</li>
</ul>
<p style=""margin: 0 0 15px 0;"">What you should notice: you can think again. You can sell without dread. You can take a day off without the business punishing you.</p>
<p style=""margin: 0 0 15px 0;"">MONTH 2+: SCALE WITHOUT SACRIFICE<br>This is when founders start using the regained bandwidth for what actually moves the needle:</p>
<ul style=""margin: 10px 0; padding-left: 20px;"">
<li style=""margin: 5px 0;"">Better offers + pricing</li>
<li style=""margin: 5px 0;"">Cleaner acquisition channels</li>
<li style=""margin: 5px 0;"">Hiring the next role with confidence</li>
<li style=""margin: 5px 0;"">Protecting health, marriage, and parenting time</li>
</ul>
<p style=""margin: 0 0 15px 0;"">A quick expectation-setter: the Sprint isn’t “motivation.” It’s not a 40-page SOP project. It’s a focused intervention to remove the bottleneck that’s forcing you to be the operating system.</p>
<p style=""margin: 0 0 15px 0;"">If you want to know what timeline applies to your exact situation, the fastest path is a call. We’ll pinpoint the constraint and whether the Sprint is the right fit.</p>
<p style=""margin: 0 0 15px 0;"">Book your call here: [Schedule Link]</p></div>",unknown,"not mapped",📄 Other,Filled
"Optin_Email_Body 14","Optin_Email_Body 14","<div style=""font-family: Arial, sans-serif; font-size: 16px; line-height: 1.6; color: #333333;""><p style=""margin: 0 0 15px 0;"">Hi {{contact.first_name}},</p>
<p style=""margin: 0 0 15px 0;"">Most founders don’t need more tools.<br>They need less complexity.</p>
<p style=""margin: 0 0 15px 0;"">When you’re the de facto strategist + QA + firefighter, complexity is what keeps you “required.” It hides in the little things:</p>
<ul style=""margin: 10px 0; padding-left: 20px;"">
<li style=""margin: 5px 0;"">Every client has a custom process</li>
<li style=""margin: 5px 0;"">Every project starts from scratch</li>
<li style=""margin: 5px 0;"">Every handoff is verbal</li>
<li style=""margin: 5px 0;"">Every approval is subjective</li>
<li style=""margin: 5px 0;"">Every “quick tweak” becomes rework</li>
</ul>
<p style=""margin: 0 0 15px 0;"">Here are three actionable moves to simplify—without slowing down growth.</p>
<ol style=""margin: 10px 0; padding-left: 20px;"">
<li style=""margin: 5px 0;"">CHOOSE ONE DELIVERY PATH</li>
</ol>
Pick your primary service line (the one that pays, sells, and you want more of) and standardize around it.
<p style=""margin: 0 0 15px 0;"">Action today:<br><ul style=""margin: 10px 0; padding-left: 20px;""><br><li style=""margin: 5px 0;"">Write a 5-bullet “Definition of Done” for that service.</li><br><li style=""margin: 5px 0;"">Make it visible to the team.</li><br></ul></p>
<p style=""margin: 0 0 15px 0;"">If you can’t define done, you’ll keep doing more.</p>
<ol style=""margin: 10px 0; padding-left: 20px;"">
<li style=""margin: 5px 0;"">INSTALL A SINGLE INTAKE GATE</li>
</ol>
Most agency chaos starts at intake: random requests, unclear priority, missing info.
<p style=""margin: 0 0 15px 0;"">Action today:<br><ul style=""margin: 10px 0; padding-left: 20px;""><br><li style=""margin: 5px 0;"">Create one place requests enter (form, ticket, or a dedicated channel).</li><br><li style=""margin: 5px 0;"">Require 3 fields: goal, deadline, and “what happens if this doesn’t ship?”</li><br></ul></p>
<p style=""margin: 0 0 15px 0;"">You’re not being rigid—you’re protecting delivery.</p>
<ol style=""margin: 10px 0; padding-left: 20px;"">
<li style=""margin: 5px 0;"">CREATE ONE WEEKLY DECISION RITUAL</li>
</ol>
Founders get trapped because decisions are made all day, every day.
<p style=""margin: 0 0 15px 0;"">Action today:<br><ul style=""margin: 10px 0; padding-left: 20px;""><br><li style=""margin: 5px 0;"">Set a 30-minute weekly “Ops Decisions” meeting.</li><br><li style=""margin: 5px 0;"">Only two outcomes are allowed:</li><br></ul><br>  – Decide and assign<br>  – Park it with a next review date</p>
<p style=""margin: 0 0 15px 0;"">This single ritual reduces interruptions and stops the constant context switching that makes you feel busy but behind.</p>
<p style=""margin: 0 0 15px 0;"">The point of simplification isn’t to be minimalist for its own sake.<br>It’s to create a business that can run without your nervous system holding it together.</p>
<p style=""margin: 0 0 15px 0;"">If you’re thinking, “This sounds good, but implementing it across my clients/team is the hard part,” you’re right.</p>
<p style=""margin: 0 0 15px 0;"">That’s exactly why the Bottleneck Breakout Sprint exists: to identify the one constraint that’s creating most of the complexity, then install the few operating rules that make everything else easier.</p>
<p style=""margin: 0 0 15px 0;"">If you want help choosing the right delivery path, the right intake gate, and the right decision rhythm for your specific model, let’s talk.</p>
<p style=""margin: 0 0 15px 0;"">Book your call here: [Schedule Link]</p></div>",unknown,"not mapped",📄 Other,Filled
"Optin_Email_Subject 1","Optin_Email_Subject 1","Welcome, {{contact.first_name}} — your Bottleneck Breakout Sprint is inside",unknown,"not mapped",📄 Other,Filled
"Optin_Email_Subject 2","Optin_Email_Subject 2","Tip #1: Stop being the “human router” (use a 2-question intake rule)",unknown,"not mapped",📄 Other,Filled
"Optin_Email_Subject 3","Optin_Email_Subject 3","Tip #2: The “Definition of Done” that stops rework (and late-night QA)",unknown,"not mapped",📄 Other,Filled
"Optin_Email_Subject 4","Optin_Email_Subject 4","Tip #3: The Capacity Floor (so you stop selling into chaos)",unknown,"not mapped",📄 Other,Filled
"Optin_Email_Subject 5","Optin_Email_Subject 5","Day 5 tip: Stop being the “human router” in your agency",unknown,"not mapped",📄 Other,Filled
"Optin_Email_Subject 6","Optin_Email_Subject 6","Day 6 tip: The only meeting you need to protect your week",unknown,"not mapped",📄 Other,Filled
"Optin_Email_Subject 7","Optin_Email_Subject 7","Day 7 tip: Fix scope creep without becoming “the bad guy”",unknown,"not mapped",📄 Other,Filled
"Optin_Email_Subject 9","Optin_Email_Subject 9","Day 9: The 3 mindset shifts that unlock “runs without you” growth",unknown,"not mapped",📄 Other,Filled
"Optin_Email_Subject 10","Optin_Email_Subject 10","Day 10: 7 scaling mistakes that keep founders trapped in Slack",unknown,"not mapped",📄 Other,Filled
